营销名Marketing name,项目代码 、Project No.,机型名 Model,版本号Version NO.,适用范围/Region,链接、link
realme C53,22722/22723/22724,RMX3760,RMX3760export_14_C.73_20250217091751.zip,"AE,EG,KE,LY,MA,ZA,SA,TN,IQ,IL,RU,BY,LK,MY,MM,PH,SG,TH,VN,KH,TW,PK,BD,ID",https://rms01.realme.net/sw/RMX3760export_14_C.73_20250217091751.zip
realme C53,22724,RMX3760,RMX3760export_14_C.17_20240526004350.zip,"TR,RU,KZ,AZ,GE,UA,BY,UZ,AE,EG,LY,MA,NG,SA,TN,IQ,IL,DZ,LK,MY,MM,PH,TH,VN,KH,PK,ID",https://rms01.realme.net/sw/RMX3760export_14_C.17_20240526004350.zip
realme C53,22724,RMX3760,RMX3760export_13_A.70_2024070619192500.zip,"AE,EG,ET,LY,MA,TN,IQ,IL,DZ,BR,CO,RU,KZ,AZ,GE,MY,MM,PH,TH,KH,PK,BD,ID,AM,UA",https://rms01.realme.net/sw/RMX3760export_13_A.70_2024070619192500.zip
realme C53,22724,RMX3760,RMX3760export_13_A.46_2023121521112300.zip,MX,https://rms01.realme.net/sw/RMX3760export_13_A.46_2023121521112300.zip
realme 11 Pro+ 5G,22711,RMX3741,RMX3741GDPR_11_15.0.0.700EX01_2025051419020000.zip,EU、TR,https://rms01.realme.net/sw/RMX3741GDPR_11_15.0.0.700EX01_2025051419020000.zip
realme 11 Pro+ 5G,22711,RMX3741,RMX3741export_11_15.0.0.700EX01_2025051419010000.zip,"TW,RU,JO,BH,PY,YE,UA,SA,LY,QA,BR,MA,SG,BY,DZ,KE,ID,GE,EC,KG,MN,OM,AE,IL,UZ,ZA,CL,IQ,MX,CO,AM,KW,MY,TH,KZ,TJ,PE,PH,VN,AZ,TN,TM",https://rms01.realme.net/sw/RMX3741export_11_15.0.0.700EX01_2025051419010000.zip
realme C55,226AF,RMX3710,RMX3710GDPR_11_14.0.0.1800EX01_2025020716050000.zip,EU、TR,https://rms01.realme.net/sw/RMX3710GDPR_11_14.0.0.1800EX01_2025020716050000.zip
realme C55,226AF,RMX3710,RMX3710export_11_14.0.0.1800EX01_2025020716030000.zip,"PE,CL,PY,MX,CO,EC",https://rms01.realme.net/sw/RMX3710export_11_14.0.0.1800EX01_2025020716030000.zip
realme C55,226AD,RMX3710,RMX3710export_11_14.0.0.1800EX01_2025020716020138.zip,"BD,IN",https://rms01.realme.net/sw/RMX3710export_11_14.0.0.1800EX01_2025020716020138.zip
realme C55,226AF,RMX3710,RMX3710export_11_14.0.0.1320EX01_2024120411520000.zip,"RU,UZ,AE,PY,MX,CL,UA,SA,KZ,PE,BR,BY,PH,ID,KE,EC",https://rms01.realme.net/sw/RMX3710export_11_14.0.0.1320EX01_2024120411520000.zip
realme C55,226AF,RMX3710,RMX3710export_11_14.0.0.1200EX01_2024101012090000.zip,"CO,RU,AE,UZ,ZA,PY,CL,MX,UA,SA,KZ,BR,PE,BY,PH,KE,ID,EC",https://rms01.realme.net/sw/RMX3710export_11_14.0.0.1200EX01_2024101012090000.zip
realme C55,226AE,RMX3710,RMX3710226AEexport_11_14.0.0.1800EX01_2025020716040000.zip,"MM,NP,EG,IL,JO,IQ,MY,LY,TH,MA,SG,DZ,PH,VN,TN,PK,LK,KH",https://rms01.realme.net/sw/RMX3710226AEexport_11_14.0.0.1800EX01_2025020716040000.zip
realme GT3 240W,226B2,RMX3709,RMX3709GDPR_11_15.0.0.470EX01_2025051619300196.zip,TR,https://rms01.realme.net/sw/RMX3709GDPR_11_15.0.0.470EX01_2025051619300196.zip
realme GT3 240W,226B2,RMX3709,RMX3709export_11_15.0.0.470EX01_2025051619310000.zip,MN IL UZ JO BH ZA lQ UA KW LY SA KZ QA MA TJ DZ LB TM NG TN KE  KG OM,https://rms01.realme.net/sw/RMX3709export_11_15.0.0.470EX01_2025051619310000.zip
realme GT3 240W,226B2,RMX3709,RMX3709export_11_15.0.0.460EX01_2025032100520171.zip,"RU,JO,TW,BH,UA,LY,SA,QA,MA,DZ,BY,KE,KG,OM,MN,MN,IL,ZA,MY,IQ,KW,KZ,TJ,LB,NG,TM,TN",https://rms01.realme.net/sw/RMX3709export_11_15.0.0.460EX01_2025032100520171.zip
realme GT Neo5 SE,22737,RMX3701,RMX3701export_11_15.0.0.450EX01_2025032100520169.zip,EG、DZ、IQ,https://rms01.realme.net/sw/RMX3701export_11_15.0.0.450EX01_2025032100520169.zip
realme C30s,2269A/2269B/22699,RMX3690,RMX3690RU_12.A.56_0560_202405081905.zip,"AE,EG,KE,ZA,SA,IQ,IN,NP,CL,MX,BR,CO,RU,MY,MM,PH,TH,VN,KH,PK,BD,ID",https://rms01.realme.net/sw/RMX3690RU_12.A.56_0560_202405081905.zip
realme 10Pro+ 5G,22694,RMX3686,RMX3686GDPR_11_15.0.0.700EX01_2025051419050000.zip,TR,https://rms01.realme.net/sw/RMX3686GDPR_11_15.0.0.700EX01_2025051419050000.zip
realme 10 Pro+ 5G,226B1,RMX3686,RMX3686export_11_15.0.0.700EX01_2025051419070000.zip,RU,https://rms01.realme.net/sw/RMX3686export_11_15.0.0.700EX01_2025051419070000.zip
realme 10 Pro+ 5G,22694,RMX3686,RMX3686export_11_15.0.0.700EX01_2025051419060000.zip,"IL,AE,JO,IQ,CL,PY,MY,UA,CO,SA,BR,SG,TH,PE,VN,PH,ID,EC",https://rms01.realme.net/sw/RMX3686export_11_15.0.0.700EX01_2025051419060000.zip
realme 10 Pro+ 5G,226B1,RMX3686,RMX3686export_11_15.0.0.600EX01_2025042503300000.zip,"RU,TW",https://rms01.realme.net/sw/RMX3686export_11_15.0.0.600EX01_2025042503300000.zip
realme 10 Pro+ 5G,226B1,RMX3686,RMX3686export_11_15.0.0.504EX01_2025032304510000.zip,RU,https://rms01.realme.net/sw/RMX3686export_11_15.0.0.504EX01_2025032304510000.zip
realme 10 Pro+ 5G,22694,RMX3686,RMX3686export_11_14.0.0.918EX01_2025020718300224.zip,"IL,AE,JO,IQ,PY,CL,UA,CO,MY,SA,BR,SG,TH,PE,PH,VN,ID,EC",https://rms01.realme.net/sw/RMX3686export_11_14.0.0.918EX01_2025020718300224.zip
realme 10Pro+ 5G,226B1,RMX3686,RMX3686export_11_14.0.0.918EX01_2025020717180173.zip,TW、RU,https://rms01.realme.net/sw/RMX3686export_11_14.0.0.918EX01_2025020717180173.zip
realme 10 Pro+ 5G,22694,RMX3686,RMX3686export_11_14.0.0.917EX01_2025011616310000.zip,"BR,SG,AE,PE,PH,VN,PY,CL,CO,MY,SA,EC",https://rms01.realme.net/sw/RMX3686export_11_14.0.0.917EX01_2025011616310000.zip
realme 10Pro+ 5G,226B1,RMX3686,RMX3686export_11_14.0.0.915EX01_2024120409270000.zip,"TW,RU",https://rms01.realme.net/sw/RMX3686export_11_14.0.0.915EX01_2024120409270000.zip
realme 10 Pro+ 5G,22694,RMX3686,RMX3686export_11_14.0.0.800EX01_2024052314340092.zip,"BR,PE,PY,CO,CL,EC,IL,AE,JO,IQ,PY,CL,UA,MY,SA,SG,TH,PH,VN,ID",https://rms01.realme.net/sw/RMX3686export_11_14.0.0.800EX01_2024052314340092.zip
realme 10 Pro 5G,22668,RMX3661,RMX3661export_11_15.0.0.830EX01_2025042112320163.zip,"TW,RU,TH,PH,PK,ID,MY",https://rms01.realme.net/sw/RMX3661export_11_15.0.0.830EX01_2025042112320163.zip
realme 10 Pro 5G,22668,RMX3661,RMX3661export_11_14.0.0.1200EX01_2024121009300162.zip,"NP,BD,TW,RU,TH,PH,PK,ID,MY",https://rms01.realme.net/sw/RMX3661export_11_14.0.0.1200EX01_2024121009300162.zip
realme 11,23676,RMX3636,RMX3636GDPR_11_14.0.0.940EX01_2025031112400188.zip,TR,https://rms01.realme.net/sw/RMX3636GDPR_11_14.0.0.940EX01_2025031112400188.zip
realme 11,23676,RMX3636,RMX3636export_11_14.0.0.940EX01_2025031112410000.zip,"BD,RU,LT,UA,LY,UG,MA,DZ,BY,KE,ID,KH,GE,MM,EG,IL,AE,UZ,IQ,AM,ET,KZ,PH,VN,NG,AZ,TN",https://rms01.realme.net/sw/RMX3636export_11_14.0.0.940EX01_2025031112410000.zip
realme 11,23676,RMX3636,RMX3636export_11_14.0.0.1910EX01_2025050909420139.zip,EG BD IL RU AE MA DZ BY KE TN,https://rms01.realme.net/sw/RMX3636export_11_14.0.0.1910EX01_2025050909420139.zip
realme 10,2269E,RMX3630,RMX3630GDPR_11_C.24_2024032115470000.zip,EU、TR,https://rms01.realme.net/sw/RMX3630GDPR_11_C.24_2024032115470000.zip
realme 10,2269E,RMX3630,RMX3630GDPR_11_14.0.0.420EX01_2025030415020177.zip,"DE,EE,RS,BE,FI,PT,BG,LT,HR,GR,LV,IT,HU,ES,FR,SI,AT,CZ,RO,GB,SK,TR,NL",https://rms01.realme.net/sw/RMX3630GDPR_11_14.0.0.420EX01_2025030415020177.zip
realme 10,2269E,RMX3630,RMX3630GDPR_11_14.0.0.400EX01_2025010213360187.zip,EU、TR,https://rms01.realme.net/sw/RMX3630GDPR_11_14.0.0.400EX01_2025010213360187.zip
realme 10,2269E,RMX3630,RMX3630export_11_14.0.0.420EX01_2025030415030000.zip,"MN,RU,AE,UZ,CL,AM,CO,UA,SA,KZ,PE,TJ,BY,TM,AZ,KE,KG,EC,GE",https://rms01.realme.net/sw/RMX3630export_11_14.0.0.420EX01_2025030415030000.zip
realme 10,2269D,RMX3630,RMX3630export_11_14.0.0.420EX01_2025030415010175.zip,"MM.NP,EG,IL,JO,ZA,IQ,MY,LY,SG,DZ,MA,VN,PH,KH,TN",https://rms01.realme.net/sw/RMX3630export_11_14.0.0.420EX01_2025030415010175.zip
realme 10,2269C,RMX3630,RMX3630export_11_14.0.0.420EX01_2025030414560165.zip,BD、ID、PK,https://rms01.realme.net/sw/RMX3630export_11_14.0.0.420EX01_2025030414560165.zip
realme C33 2023/realme C33 128GB,22703/22704/22709,RMX3627,RMX3627_12.A.39_20240315095830.zip,"IN,BD,PK,UA,KZ,GE,RU,BY,JO,IL,IQ,UZ,TN,SA,ZA,MA,AE,DZ,VN,ID,TH,MY,PH",https://rms01.realme.net/sw/RMX3627_12.A.39_20240315095830.zip
realme C33,22676、22677、22678,RMX3624,RMX3624EU_13.C.28_20240510092909.zip,"BA,DE,BE,PT,SI,FI,PL,GR,CZ,IT,MK,BG,HU,RO,HR,ES,FR,AT,RS,NL,SK",https://rms01.realme.net/sw/RMX3624EU_13.C.28_20240510092909.zip
realme C33,22676、22677、22678,RMX3624,RMX3624_13.C.28_20240509212440.zip,"AE,KE,MA,SA,TN,IQ,IL,DZ,IN,NP,MX,BR,CO,KZ,UA,BY,UZ,LK,MY,MM,PH,TH,VN,KH,TW,PK,BD,ID",https://rms01.realme.net/sw/RMX3624_13.C.28_20240509212440.zip
realme C33,22676、22677、22678,RMX3624,RMX3624_13.C.23_20231222180930.zip,"AE,KE,LY,MA,SA,TN,IQ,IL,DZ,IN,NP,BO,CL,PE,BR,CO,KZ,UA,BY,UZ,MM,KH,PK,BD，MY,PH,TH,VN,ID，RU",https://rms01.realme.net/sw/RMX3624_13.C.23_20231222180930.zip
realme 9i 5G/realme 10T 5G,2266A,RMX3612,RMX3612GDPR_11_C.13_2024010412500000.zip,EU,https://rms01.realme.net/sw/RMX3612GDPR_11_C.13_2024010412500000.zip
realme 9i 5G,2266A,RMX3612,RMX3612GDPR_11_14.0.0.114EX01_2025040809500000.zip,FR,https://rms01.realme.net/sw/RMX3612GDPR_11_14.0.0.114EX01_2025040809500000.zip
realme 9i 5G,2266A,RMX3612,RMX3612export_11_14.0.0.114EX01_2025040809490116.zip,"TW,AE,TH",https://rms01.realme.net/sw/RMX3612export_11_14.0.0.114EX01_2025040809490116.zip
realme 9i 5G,22669,RMX3612,RMX3612export_11_14.0.0.114EX01_2025040809320114.zip,"IN,NP",https://rms01.realme.net/sw/RMX3612export_11_14.0.0.114EX01_2025040809320114.zip
realme C30,22663,RMX3581,RMX3581_11.A.63_20230615194342.zip,"
BD",https://rms01.realme.net/sw/RMX3581_11.A.63_20230615194342.zip
realme C30,22663,RMX3581,RMX3581_11.A.57_20230223171552,PK,https://rms01.realme.net/sw/RMX3581_11.A.57_20230223171552.zip
realme C30,22663/22664/22665,RMX3581,RMX3581_11.A.55_20230111124334,、IN、TH、PH、MY、MM、KH、RU、VN、CO、ID、MX、BR、AE、NP、BD,https://rms01.realme.net/sw/RMX3581_11.A.55_20230111124334.zip
realme C30,22663,RMX3581,RMX3581_11.A.41_20220826225347,、RU,https://rms01.realme.net/sw/RMX3581_11.A.41_20220826225347.zip
realme narzo 50 5G,216CE,RMX3572,RMX3572GDPR_11_14.0.0.114EX01_2025041115150000.zip,EU,https://rms01.realme.net/sw/RMX3572GDPR_11_14.0.0.114EX01_2025041115150000.zip
realme narzo 50 5G,216CE,RMX3572,RMX3572export_11_14.0.0.114EX01_2025041115160000.zip,TH、PH、ID,https://rms01.realme.net/sw/RMX3572export_11_14.0.0.114EX01_2025041115160000.zip
realme GT NEO 3 150W,216E6,RMX3563,RMX3563GDPR_11_14.0.0.932EX01_2025032500000000.zip,EU,https://rms01.realme.net/sw/RMX3563GDPR_11_14.0.0.932EX01_2025032500000000.zip
realme GT NEO3 150W,216E6,RMX3563,RMX3563export_11_14.0.0.940EX01_2025011609430000.zip,ID,https://rms01.realme.net/sw/RMX3563export_11_14.0.0.940EX01_2025011609430000.zip
realme GT NEO3 150W,216E6,RMX3563,RMX3563export_11_14.0.0.932EX01_2025032500020000.zip,ID,https://rms01.realme.net/sw/RMX3563export_11_14.0.0.932EX01_2025032500020000.zip
realme GT NEO3 80W,216BF,RMX3561,RMX3561GDPR_11_14.0.0.932EX01_2025032500030000.zip,EU,https://rms01.realme.net/sw/RMX3561GDPR_11_14.0.0.932EX01_2025032500030000.zip
realme GT NEO3 80W,216BF,RMX3561,RMX3561export_11_14.0.0.940EX01_2025011609400163.zip,"SG,PH,MY,ID",https://rms01.realme.net/sw/RMX3561export_11_14.0.0.940EX01_2025011609400163.zip
realme GT NEO3 80W,216BF,RMX3561,RMX3561export_11_14.0.0.932EX01_2025032500010000.zip,IL、RU、JO、UZ、IQ、TW、UA、MY、SG、KZ、TH、MA、BY、PH、TN、ID,https://rms01.realme.net/sw/RMX3561export_11_14.0.0.932EX01_2025032500010000.zip
realme 9,21731,RMX3521,RMX3521GDPR_11_14.0.0.1100EX01_2024120615550000.zip,TR,https://rms01.realme.net/sw/RMX3521GDPR_11_14.0.0.1100EX01_2024120615550000.zip
realme 9,21731,RMX3521,RMX3521GDPR_11_14.0.0.1100EX01_2024120320340000.zip,EU,https://rms01.realme.net/sw/RMX3521GDPR_11_14.0.0.1100EX01_2024120320340000.zip
realme 9,21730,RMX3521,RMX3521export_11_14.0.0.1200EX01_2025011523040227.zip,"MM,EG,AE,PH,VN,KE,MY,KH,SA",https://rms01.realme.net/sw/RMX3521export_11_14.0.0.1200EX01_2025011523040227.zip
realme 9,21731,RMX3521,RMX3521export_11_14.0.0.1200EX01_2025011523030000.zip,"BR,PE,PY,CL,CO",https://rms01.realme.net/sw/RMX3521export_11_14.0.0.1200EX01_2025011523030000.zip
realme 9,2171F,RMX3521,RMX3521export_11_14.0.0.1200EX01_2025011523020254.zip,"NP,ID",https://rms01.realme.net/sw/RMX3521export_11_14.0.0.1200EX01_2025011523020254.zip
realme 9,21730,RMX3521,RMX3521export_11_14.0.0.1100EX01_2024120615540196.zip,"JO,LY,SA,MA,DZ,KG,KE,KH,GE,MM,MN,EG,IL,AE,UZ,IQ,AM,MY,KZ,TH,PH,TJ,VN,TN,AZ,TM,LK",https://rms01.realme.net/sw/RMX3521export_11_14.0.0.1100EX01_2024120615540196.zip
realme 9,21731,RMX3521,RMX3521export_11_14.0.0.1100EX01_2024120320330000.zip,"BR,RU,PE,PY,CL,MX,UA,CO",https://rms01.realme.net/sw/RMX3521export_11_14.0.0.1100EX01_2024120320330000.zip
realme narzo 50A Prime,2171F,RMX3516,RMX3521export_11_14.0.0.1100EX01_2024120320300229.zip,"NP,BD,IN,ID,PK",https://rms01.realme.net/sw/RMX3521export_11_14.0.0.1100EX01_2024120320300229.zip
realme narzo 50A Prime,21721、2171F,RMX3516,RMX3516EU_13.F.67_20240510093041.zip,"GB,DE,BE,PT,SI,FI,PL,GR,IT,HU,RO,HR,ES,AT,NL,SK",https://rms01.realme.net/sw/RMX3516EU_13.F.67_20240510093041.zip
realme narzo 50A Prime,2171F,RMX3516,RMX3516_13.F.73_20240801001328.zip,"BO,PY,CL,PE,MX,BR,CO",https://rms01.realme.net/sw/RMX3516_13.F.73_20240801001328.zip
realme narzo 50A Prime,2171F,RMX3516,RMX3516_13.F.67_20240516092430.zip,"AE,EG,KE,LY,MA,SA,TN,IQ,IL,DZ,IN,NP,CL,PE,MX,BR,CO,KZ,UZ,LK,MY,MM,PH,TH,VN,KH,TW,PK,BD,ID",https://rms01.realme.net/sw/RMX3516_13.F.67_20240516092430.zip
realme C35(VDF 沃达丰运营商),21724,RMX3513,RMX3513EU_13.F.67_20240511095456.zip,"DE,PT,GR,CZ,HU,RO,ES",https://rms01.realme.net/sw/RMX3513EU_13.F.67_20240511095456.zip
realme C35,2171B,RMX3511,RMX3511EU_13.F.67_20240510093302.zip,"GB,DE,BE,PT,SI,FI,PL,GR,CZ,IT,BG,HU,RO,HR,ES,FR,AT,NL,SK",https://rms01.realme.net/sw/RMX3511EU_13.F.67_20240510093302.zip
realme narzo 50A Prime,2171A,RMX3516,RMX3511EU_13.F.65_20240227180000.zip,EU,https://rms01.realme.net/sw/RMX3511EU_13.F.65_20240227180000.zip
realme C35,2171D,RMX3511,RMX3511_13.F.73_20240801001208.zip,"RU,KZ,AZ,GE,UA,BY,TR,UZ",https://rms01.realme.net/sw/RMX3511_13.F.73_20240801001208.zip
realme C35,2171A,RMX3511RU,RMX3511_13.F.71_20240729120453.zip,"BO,PY,CL,PE,MX,BR,CO",https://rms01.realme.net/sw/RMX3511_13.F.71_20240729120453.zip
realme C35,2171A、2171B、2171C、2171D,RMX3511,RMX3511_13.F.67_20240516092400.zip,"AE,EG,KE,MA,SA,TN,IQ,IL,DZ,IN,NP,CL,MX,BR,CO,RU,KZ,UA,BY,UZ,LK,MY,MM,PH,TH,VN,KH,TW,PK,BD,ID",https://rms01.realme.net/sw/RMX3511_13.F.67_20240516092400.zip
realme C35,、2171A、2171B、2171C、2171D、2171E,RMX3511/RMX3512,RMX3511_13.F.65_20240227193635.zip,"VN、AE,EG,KE,MA,SA,TN,IQ,IL,DZ,IN,NP,CL,MX,BR,CO,RU,KZ,UA,BY,UZ,LK,MY,MM,PH,TH,VN,KH,TW,PK,BD,ID",https://rms01.realme.net/sw/RMX3511_13.F.65_20240227193635.zip
"realme narzo 50i Prime/	
realme C30","22673/	
22670","RMX3506/	
RMX3623",RMX3506EU_11.A.62_20230111181513.zip,EU,https://rms01.realme.net/sw/RMX3506EU_11.A.62_20230111181513.zip
realme narzo 50i Prime,22672/22673/22674,RMX3506,RMX3506_11.A.59_20230111132230,、IN、VN、ID、TH、PH、RU,https://rms01.realme.net/sw/RMX3506_11.A.59_20230111132230.zip
realme C31(VDF),21735,RMX3503,RMX3503EU_13.F.65_20240228150847.zip,EU,https://rms01.realme.net/sw/RMX3503EU_13.F.65_20240228150847.zip
realme C31,21660,RMX3501,RMX3501PU_12.C.31_1310_202307071510.zip,VN,https://rms01.realme.net/sw/RMX3501PU_12.C.31_1310_202307071510.zip
"	
realme C31",21660,RMX3501,RMX3501PU_12.C.30_1300_202306291624.zip,RU,https://rms01.realme.net/sw/RMX3501PU_12.C.30_1300_202306291624.zip
realme C31,21660、21661、21662、216DA,RMX3501,RMX3501EU_13.F.65_20240228111521.zip,EU,https://rms01.realme.net/sw/RMX3501EU_13.F.65_20240228111521.zip
realme C31,216DA,RMX3501,RMX3501_13.F.73_20240801001545.zip,"BO,PY,CL,PE,MX,BR,CO",https://rms01.realme.net/sw/RMX3501_13.F.73_20240801001545.zip
realme C31,21660,RMX3501,RMX3501_13.F.71_20240729120859.zip,"BO,PY,CL,PE,MX,BR,CO",https://rms01.realme.net/sw/RMX3501_13.F.71_20240729120859.zip
realme C35,21660,RMX3501,RMX3501_13.F.67_20240516092326.zip,"AE,EG,KE,LY,MA,SA,TN,IQ,IL,DZ,IN,NP,CL,PE,MX,BR,CO,RU,KZ,UZ,LK,MY,MM,PH,TH,VN,KH,TW,PK,BD,ID",https://rms01.realme.net/sw/RMX3501_13.F.67_20240516092326.zip
realme C31,21660、21661、21662、216DA,RMX3501,RMX3501_13.F.65_20240228111216.zip,"AE,EG,KE,LY,MA,SA,TN,IQ,IL,DZ,IN,NP,CL,PE,MX,BR,CO,RU,KZ,UZ,LK,MY,MM,PH,TH,VN,KH,TW,PK,BD,ID",https://rms01.realme.net/sw/RMX3501_13.F.65_20240228111216.zip
realme 9i,216CB,RMX3493EEA,RMX3493GDPR_11_F.17_2025022718250000.zip,EU,https://rms01.realme.net/sw/RMX3493GDPR_11_F.17_2025022718250000.zip
realme 9i,216C5,RMX3492,RMX3492export_11_F.17_2025022718240000.zip,VN,https://rms01.realme.net/sw/RMX3492export_11_F.17_2025022718240000.zip
realme 9i,216C3,RMX3491EEA,RMX3491GDPR_11_F.17_2025022718220000.zip,EU,https://rms01.realme.net/sw/RMX3491GDPR_11_F.17_2025022718220000.zip
realme 9i,216C2,RMX3491,RMX3491GDPR_11_F.17_2025022718200000.zip,TR,https://rms01.realme.net/sw/RMX3491GDPR_11_F.17_2025022718200000.zip
realme 9i,216C4,RMX3491,RMX3491export_11_F.17_2025022718230000.zip,"BR,PE,SV,UY,MX,CO,GT,CR,EC",https://rms01.realme.net/sw/RMX3491export_11_F.17_2025022718230000.zip
realme 9i,216C3,RMX3491,RMX3491export_11_F.17_2025022718210000.zip,RU,https://rms01.realme.net/sw/RMX3491export_11_F.17_2025022718210000.zip
realme 9i,216C2,RMX3491,RMX3491export_11_F.17_2025022718190000.zip,"TH,PH,VN,MY,MM,EG,NP,IL,AE,UZ,IQ,SA,KZ,MA,DZ,KE,TN,KH,LK",https://rms01.realme.net/sw/RMX3491export_11_F.17_2025022718190000.zip
realme 9i,216C1,RMX3491,RMX3491export_11_F.17_2025022718180252.zip,"ID,BD,PK,IN",https://rms01.realme.net/sw/RMX3491export_11_F.17_2025022718180252.zip
realme 9i,216C2,RMX3491T2,RMX3491export_11_F.16_2025011620110000.zip,"PH,VN,MY,EG,AE,SA",https://rms01.realme.net/sw/RMX3491export_11_F.16_2025011620110000.zip
realme 9 5G,216EA,RMX3474,RMX3474GDPR_11_C.21_2023112818260000.zip,EU,https://rms01.realme.net/sw/RMX3474GDPR_11_C.21_2023112818260000.zip
realme 9 5G,216EA,RMX3474,RMX3474export_11_C.21_2023112818250000.zip,RU,https://rms01.realme.net/sw/RMX3474export_11_C.21_2023112818250000.zip
realme 9 Pro,21708,RMX3472,RMX3472GDPR_11_14.0.0.1900EX01_2025022202220000.zip,EU,https://rms01.realme.net/sw/RMX3472GDPR_11_14.0.0.1900EX01_2025022202220000.zip
realme 9 Pro,21708,RMX3472,RMX3472export_11_14.0.0.1900EX01_2025022202210000.zip,MM、NP、BD、EG、AE、RU、IQ、MY、PY、LY、KZ、SA、MA、TH、DZ、PH、VN、TN、PK、ID、KH、EC、LK,https://rms01.realme.net/sw/RMX3472export_11_14.0.0.1900EX01_2025022202210000.zip
realme narzo 50A,216AF,RMX3430,RMX3430export_11_F.24_2024102816560000.zip,ID、IN,https://rms01.realme.net/sw/RMX3430export_11_F.24_2024102816560000.zip
realme narzo 50A,216B0,RMX3430,RMX3430export_11_F.24_2024102816550000.zip,EG、TW,https://rms01.realme.net/sw/RMX3430export_11_F.24_2024102816550000.zip
realme Narzo 50A,216B1,RMX3430,RMX3430export_11_C.14_2022121717140000,"RU,IQ,PH",https://rms01.realme.net/sw/RMX3430export_11_C.14_2022121717140000.zip
realme Narzo 50A,216B1,RMX3430,RMX3430export_11_A.14_2022051411590194,VN,https://rms01.realme.net/sw/RMX3430export_11_A.14_2022051411590194.zip
realme narzo 50A,216B1,RMX3430,RMX3430216B1export_11_F.24_2024102816540195.zip,RU、PH,https://rms01.realme.net/sw/RMX3430216B1export_11_F.24_2024102816540195.zip
realme narzo 50 Pro 5G,21712,RMX3396,RMX3396export_11_14.0.0.1015EX01_2025041019040161.zip,TW、PH,https://rms01.realme.net/sw/RMX3396export_11_14.0.0.1015EX01_2025041019040161.zip
realme 9 Pro+,2169F,RMX3393,RMX3393GDPR_11_14.0.0.1011EX01_2024120620300000.zip,"EU,TR",https://rms01.realme.net/sw/RMX3393GDPR_11_14.0.0.1011EX01_2024120620300000.zip
realme 9 Pro+ FFFreefire,216C9,RMX3393,RMX3393FFGDPR_11_C.16_2024011702440000.zip,EU,https://rms01.realme.net/sw/RMX3393FFGDPR_11_C.16_2024011702440000.zip
realme 9 Pro+,216C9,RMX3393,RMX3393FFGDPR_11_14.0.0.1011EX01_2024120911570000.zip,FR,https://rms01.realme.net/sw/RMX3393FFGDPR_11_14.0.0.1011EX01_2024120911570000.zip
realme 9 Pro+ FFFreefire,216C9,RMX3393,RMX3393FFexport_11_C.16_2024011702420116.zip,RU、TH、PH、IQ、ID,https://rms01.realme.net/sw/RMX3393FFexport_11_C.16_2024011702420116.zip
realme 9 Pro+,216C9,RMX3393,RMX3393FFexport_11_14.0.0.1012EX01_2025011616320000.zip,"TH,ID",https://rms01.realme.net/sw/RMX3393FFexport_11_14.0.0.1012EX01_2025011616320000.zip
realme 9 Pro+,216C9,RMX3393,RMX3393FFexport_11_14.0.0.1011EX01_2024120911560185.zip,RU、TH、PH、IQ、ID、MY,https://rms01.realme.net/sw/RMX3393FFexport_11_14.0.0.1011EX01_2024120911560185.zip
realme 9 Pro+,216CA,RMX3393,RMX3393export_11_C.16_2024011702480000.zip,NP,https://rms01.realme.net/sw/RMX3393export_11_C.16_2024011702480000.zip
realme 9 Pro+,2169F,RMX3393,RMX3393export_11_14.0.0.1012EX01_2025011620020215.zip,"TH,ID",https://rms01.realme.net/sw/RMX3393export_11_14.0.0.1012EX01_2025011620020215.zip
realme 9 Pro+,2169F,RMX3393,RMX3393export_11_14.0.0.1011EX01_2024120620290000.zip,BD、EG、IL、RU、TW、AE、UZ、JO、IQ、UA、MY、SA、KZ、BR、TH、BY、MA、PH、VN、TN、PK、ID、LK,https://rms01.realme.net/sw/RMX3393export_11_14.0.0.1011EX01_2024120620290000.zip
realme 9 5G,21748,RMX3388T2,RMX3388export_11_F.18_2025021414240163.zip,MY,https://rms01.realme.net/sw/RMX3388export_11_F.18_2025021414240163.zip
realme GT NEO 3T Dragon Ball Z,21733,RMX3371LZ,RMX3371GDPRcomp_11_A.05_2022052816150163,EU、MX,https://rms01.realme.net/sw/RMX3371GDPRcomp_11_A.05_2022052816150163.zip
realme GT NEO 3T,21733,RMX3371,RMX3371GDPR_11_14.0.0.1800EX01_2025032522040000.zip,EU,https://rms01.realme.net/sw/RMX3371GDPR_11_14.0.0.1800EX01_2025032522040000.zip
realme GT NEO 3T Dragon Ball Z,21733,RMX3371LZ,RMX3371export_11_A.12_2023022112330141,RU,https://rms01.realme.net/sw/RMX3371export_11_A.12_2023022112330141.zip
realme GT NEO 3T,21733,RMX3371,RMX3371export_11_A.11_2022112513090150,、NP、MM、BD、LK,https://rms01.realme.net/sw/RMX3371export_11_A.11_2022112513090150.zip
realme GT NEO 3T,21733,RMX3371,RMX3371export_11_14.0.0.1800EX01_2025032522030000.zip,"RU,TW,TH,IQ,ID",https://rms01.realme.net/sw/RMX3371export_11_14.0.0.1800EX01_2025032522030000.zip
